dev_chief,dev_deputy1,dev_deputy2,dev_deputy3
1.390973722240651013e-04,6.670568342349706727e-03,7.172761408746218016e-03,1.164689904995819432e-02
1.462453771102883971e-04,6.399221219270332002e-03,7.293579084886235749e-03,1.113977553152029586e-02
1.527641715819248324e-04,6.059238290056601778e-03,7.645696426265048001e-03,1.149261273924883330e-02
1.522401820041108852e-04,5.925535108685676781e-03,7.303269408639927705e-03,1.140689739825261062e-02
1.526995448841849280e-04,6.229056211903556510e-03,7.900414355239287340e-03,1.145044756702317396e-02
1.541064615224969415e-04,6.391551989850402689e-03,7.426981357493618076e-03,1.180103329722106791e-02
1.565872028800475025e-04,6.468183827969282290e-03,6.902467517518342220e-03,1.154202197363467589e-02
1.524726479982315298e-04,6.560292425006285927e-03,6.704123344253739430e-03,1.188871823488478995e-02
1.555674645558364089e-04,7.077804050928610327e-03,6.896180344939125892e-03,1.179907799632093704e-02
1.617391833258003861e-04,7.404775067158932654e-03,8.323862586353788021e-03,1.225320138081649642e-02
1.614595522910921459e-04,8.403824324085375566e-03,7.484971424910913732e-03,1.222552316118971985e-02
1.659688288229088041e-04,8.347346855069458227e-03,5.702254593001465990e-03,1.261250298577609730e-02
1.562537581195954175e-04,8.283745672294489520e-03,4.434661049501549025e-03,1.236975101317613381e-02
1.563979603031352564e-04,7.875009155931979657e-03,3.507416501492314868e-03,1.286092496300735195e-02
1.544651990545718495e-04,8.110991374142832722e-03,2.970990045642358125e-03,1.309473877466086136e-02
1.469801865840255251e-04,7.782210860529628800e-03,3.004677849223909378e-03,1.326246283798775995e-02
1.555607221538575545e-04,8.277048290853367823e-03,3.101929359918048287e-03,1.360688550784066621e-02
1.548362273080929410e-04,8.036688057088355042e-03,3.181058835725895668e-03,1.330616240489549372e-02
1.513115098418566147e-04,8.221575938746924009e-03,3.435883529698087295e-03,1.365043927441474299e-02
1.570291059618017418e-04,8.441783002655906323e-03,3.551316335574612477e-03,1.367404349077539980e-02
1.545933625941787917e-04,8.694063953043593834e-03,3.599085220091266524e-03,1.412105673969105135e-02
1.570709114064310779e-04,8.932713146060391324e-03,3.717864004322893150e-03,1.422967892690758449e-02
1.602318792780548981e-04,9.326484619774484675e-03,3.953422616324869451e-03,1.435939370975491264e-02
1.637088365776481779e-04,9.919607184878709988e-03,4.213926644179172461e-03,1.392189823443200705e-02
1.736119643160823642e-04,9.700395374275050733e-03,4.321840025366827098e-03,1.440318380207871243e-02
1.558707391847006824e-04,9.525064283314753355e-03,4.576146931683062850e-03,1.465969107375688155e-02
1.488292815901524620e-04,9.887709831771755373e-03,4.759256097272724501e-03,1.412223293293140246e-02
1.527767506492498737e-04,9.437519912253554064e-03,4.967892980171947741e-03,1.437836500975064012e-02
1.679176396329507567e-04,9.741970522211753844e-03,5.219451434486583816e-03,1.444054316798765690e-02
1.529239255620947803e-04,8.398235885160998740e-03,5.699355321399654853e-03,1.465060940716494953e-02
1.578005949026031046e-04,8.393236513167061028e-03,5.663326372659326785e-03,1.454549963017102987e-02
1.528445608449143357e-04,8.600238308273647561e-03,6.543558411762876066e-03,1.440600599312003537e-02
1.548510476660951770e-04,8.080228371618324718e-03,6.885867940977698047e-03,1.475282229393847649e-02
1.554985876912766461e-04,7.104296074694030870e-03,6.265107268383422919e-03,1.473030931449585516e-02
1.637519528409524727e-04,6.921960084207133025e-03,6.402501531383482901e-03,1.402125124051609682e-02
1.546899004529340407e-04,6.850024792223010847e-03,6.337285701256007917e-03,1.422661503910451104e-02
1.488405467536318895e-04,6.334692564060835640e-03,6.403852707658458550e-03,1.426658175210427856e-02
1.540571416194195663e-04,6.611333916712718375e-03,6.342829398040567002e-03,1.389651861362144192e-02
1.578349378725056303e-04,7.039420182357650040e-03,6.301384427213310019e-03,1.316339263073316133e-02
1.601148961780634184e-04,6.790098890092933007e-03,6.467661330818260355e-03,1.328701622667675594e-02
1.538357398404115433e-04,7.571853472995350269e-03,6.399677819529678811e-03,1.267334107144777941e-02
1.659910957641193350e-04,7.424401181892152993e-03,6.411672732332444023e-03,1.280973626386265607e-02
1.662918534925812675e-04,7.322941197992934026e-03,6.339026038985316053e-03,1.257094679252278129e-02
1.582025010197598332e-04,7.375225052996585429e-03,5.993505736133037873e-03,1.221005833953113517e-02
1.499889949255337114e-04,7.006671852560678211e-03,6.613336567295750347e-03,1.230640623235176173e-02
1.476327688103048596e-04,7.031434814805150903e-03,6.423319749226766816e-03,1.193932628785754520e-02
1.539548785163121706e-04,6.864939733867658940e-03,6.097509139128268023e-03,1.124896773141383782e-02
1.598186097179118406e-04,7.938508726524589124e-03,6.441416000035890717e-03,1.190072793441705398e-02
1.530179871189564554e-04,7.943052341035303221e-03,6.436996861029113844e-03,1.117253983748858238e-02
1.590959216501319122e-04,8.195246658599927847e-03,6.456543800800218155e-03,1.126197278119849682e-02
1.559570121748634101e-04,8.632861331150537901e-03,6.463173200006697844e-03,1.140130997719544619e-02
1.525017906774249910e-04,8.631144507375631408e-03,6.607967923201007142e-03,1.210297292387947816e-02
1.508435216582312388e-04,9.094139987470811065e-03,6.560015047311125273e-03,1.198172869004082708e-02
1.476822583867618292e-04,9.143224419906498604e-03,6.723519222267330259e-03,1.213836462991669217e-02
1.567784701235783813e-04,9.441950822258970283e-03,6.662796775986374459e-03,1.221138533694720273e-02
1.522633150916962266e-04,9.730562635656936701e-03,6.342667863967948148e-03,1.249102390362560010e-02
1.616208333399773338e-04,9.639955328354755243e-03,6.493724458502467961e-03,1.263570847177738002e-02
1.549641974726725750e-04,9.328077019257483352e-03,6.925019881959242757e-03,1.347982447201882469e-02
1.638395447987105809e-04,9.822518756164128409e-03,7.498165287128602356e-03,1.277773899413944293e-02
1.528823614936376406e-04,1.061544367351429513e-02,7.397191973121026477e-03,1.265674440211327426e-02
1.564907388725805381e-04,1.061907506939160223e-02,8.150067180562083069e-03,1.209077863203170643e-02
1.494972260094494456e-04,1.058842263778283881e-02,8.133121783692368045e-03,1.242142473983851719e-02
1.413557580170771849e-04,1.128628875217860088e-02,8.505035223080529075e-03,1.293767455618078516e-02
1.674698155318339371e-04,1.170339178954947490e-02,9.107649412752941848e-03,1.293562185822522657e-02
1.457741107407993064e-04,1.178812047453428082e-02,9.324325283322641017e-03,1.271997488123700892e-02
1.520756342527475682e-04,1.215039455816039130e-02,9.563302754080132626e-03,1.603835256417444899e-02
1.507115958279019239e-04,1.339361205054185634e-02,1.092239129000622741e-02,2.036648024310364763e-02
1.529724543223428472e-04,1.390315263665743359e-02,1.140746850363735972e-02,2.068683867449739103e-02
