STM_chief,STM_deputy1,STM_deputy2,STM_deputy3
-4.1515379424993855 -3.4584119114223757 25.38739103470895 -24108.555073615324 647.0866807624991 -4716.749833391904 -1.3245881694462551 -0.622932632599419 6.422422502817921 -6253.640397738406 -739.760266736332 -1074.6569228230512 9.616680683282732 6.331979376738609 -46.24634208983817 45288.94963007453 -1061.0604171247066 6882.726839835434 -0.009903062993806265 -0.006927650002550369 0.050845078336064185 -48.454998335735375 1.0856412499064592 -7.955360134740226 0.0007672101624879631 0.0014562471751045664 -0.002977089190915115 3.070034600200287 0.21781350216278147 0.39337675116337456 -0.005862766032429918 -0.003138655806536617 0.024102688111186595 -23.673885482236344 0.4201718455546996 -2.8047101998948736,0.38019078124763345 -1.3028263935397393 0.16796571774713107 -1030.1868842717686 272.3155947071521 1048.6513497215433 1.053644277304507 -44.97127816119986 9.163669365162765 -5859.418432438845 6702.20657329503 43087.511937289986 -0.7621867494546509 28.720150991678466 -4.724372516820664 3542.981546762317 -5212.718662744081 -26710.08184451293 0.0011710419408430875 -0.007558761047246042 0.0016260428716130617 -0.6440798955256201 1.1640428064456976 7.155124770987756 -0.000488510390195079 0.027734259683541658 -0.006420929871450629 3.5685636616787964 -3.401599589157299 -26.5890307635634 -0.001081404584144228 0.04849610691447096 -0.009152966610115592 6.1540360585406 -7.640347345157093 -45.07921734687101,-25.802322322391717 9.966484957628547 -32.44890575048883 -25749.103380771085 18392.717076022698 25508.775228045164 12.220586079678965 -4.3510255224443 15.363822382573694 11534.312344889411 -9428.12935428617 -11981.709496811432 -17.4329656992885 6.827416522226688 -20.323993297498404 -17328.516336441633 12660.729522006433 15941.398542522542 -0.014209198896264152 0.00585078867467438 -0.018805921051811503 -13.886596522512075 10.45945211884697 14.415909869808981 0.013448294600673642 -0.004164492507884158 0.016237704452980527 12.72356480695167 -9.05218406340699 -12.630383256811411 0.029901297707554047 -0.011809547341409482 0.0357767242740942 29.25205345439705 -21.277813488965187 -27.49907735298507,-3.8488551593271993 -7.27564334604629 -10.222497426648479 1326.8169023249084 9441.251142273428 -8349.306471597842 -4.988893133602431 -8.341151909987493 -12.778568554553196 2720.188727937565 10936.507281289381 -10893.785622884321 -16.07713221632437 -28.74389363010229 -38.466564280791765 8555.987784398832 35690.006688487505 -31406.987647346625 0.005604611746619121 0.007931885284593718 0.01166441792010003 -2.1125172163396613 -10.439380617873402 9.601427112646906 0.01574094677572351 0.028479696612627385 0.03964186621835563 -8.231781862924487 -35.169295270006806 32.16189744603658 -0.007526837242293087 -0.013490381468396467 -0.017027626940066463 3.877751672342365 16.122455367838825 -13.405934935233834
-4.733129279305969 -3.867912967779894 28.392880366903405 -26969.378993224378 711.6554117687111 -5189.94734119473 -1.2760406197242142 -0.5342157999767569 6.229737800426379 -6056.012460731422 -725.2036080840734 -1048.3983541427583 9.246714277409371 6.129728000636394 -44.69845535026569 43770.90383071636 -1033.1973387123448 6696.874160317745 -0.009477414872623092 -0.006717035322790727 0.04929863748537661 -46.867646255156295 1.0655635555767917 -7.809936713335245 0.0008503218903824536 0.0014999925357356068 -0.0034438321346495064 3.5153074939052753 0.2672102195625341 0.4818130876861524 -0.006464014115372074 -0.0036010247917768784 0.027477877599102946 -26.910142207091223 0.5084747438166862 -3.3896971008430468,0.44975800459217136 -1.7549825622310753 0.2646408224594709 -1066.838876023571 342.4541569847802 1476.4546725808834 1.0216253850295849 -43.208864849520204 8.761545473107326 -5632.670403359788 6480.837938258183 41400.30597870716 -0.8263243479984578 31.578567501420522 -5.26039915398031 3905.659069219514 -5665.694834728953 -29363.550468713038 0.0011470344805627165 -0.007507626919236554 0.0015954568178177776 -0.5771580200067362 1.1728693256129974 7.09963129750628 -0.0005786660973814284 0.03099593734702854 -0.006977911888202434 3.9872955506254786 -3.9761967248711683 -29.632794432566925 -0.0010554555387127778 0.046747869161335304 -0.008709531454821054 5.930426230331863 -7.451228199316482 -43.3352890344851,-26.601163427897173 10.296248406343024 -33.51294625964698 -26528.229545611623 18982.12269552328 26323.141031953346 13.002205546085435 -4.591471973380029 16.30932115706381 12273.475517481214 -9951.886873937734 -12717.086702915127 -15.601301593286445 6.105269841006892 -18.126327071968436 -15537.048979747116 11356.474562723191 14251.460670863471 -0.012408594491790385 0.005137563740095933 -0.01664576457728398 -12.074163528702043 9.179371440246001 12.716545580602887 0.012596021486962235 -0.0038476103224347404 0.015265709601775765 11.905783197433642 -8.399482893293404 -11.8714232560103 0.03113262852109869 -0.012253427938115319 0.03745352798700486 30.441205567173014 -22.181165958410293 -28.811525335208145,-3.5034507072407806 -6.781801698979323 -9.500290224131327 1196.4767782150236 8792.867173830433 -7755.68821609462 -4.030442688413898 -6.606297088727499 -10.370558554878084 2217.9708596802207 8796.31259477561 -8941.371448734426 -16.4961008934215 -29.495889757838285 -39.4078486139246 8771.58105975318 36584.62192798821 -32144.77848922268 0.005904981352036313 0.00852413531838172 0.012400744456732303 -2.2306398456844505 -11.165677233268568 10.178413595292762 0.0161958340985514 0.02932784381259106 0.04059615746223929 -8.502382441667867 -36.143205803008875 32.89384269120578 -0.006431918213145833 -0.01156287233285473 -0.014335212384769123 3.304678995178985 13.68295832612893 -11.177113794216464
-5.288149376512859 -4.263822852086918 31.298579956371466 -29728.17643781966 774.8236976628766 -5652.985779879752 -1.2226382254884445 -0.44305436605841275 6.009413713144391 -5832.096765901854 -707.7205992115405 -1016.8569066516559 8.841667512489423 5.9001229360936 -42.951041648370634 42061.996828044954 -1000.0642742695766 6476.087089011986 -0.009017855728234664 -0.006474768164030328 0.047519908935086425 -45.05557208347986 1.0389587777097467 -7.616715257932629 0.0009290021937742307 0.0015376980804874011 -0.0038980256181784267 3.9459228000693685 0.3153295580477521 0.5693709668895588 -0.007031856239072496 -0.004050071226844683 0.03075085577632004 -30.033230491551656 0.5957356668657457 -3.9684836219701043,0.5177357971572245 -2.20308290318763 0.35930273818538055 -1099.3889867616751 412.93286150571475 1899.9661405668717 0.9842246421284934 -41.253946841484066 8.326966815292 -5381.252545241044 6225.242256894846 39533.926538607084 -0.8887137660280695 34.32556427768775 -5.768934568220465 4254.067261195279 -6105.950114032937 -31906.25747944968 0.0011180726951788844 -0.007423568299769027 0.0015589824838674819 -0.5073942911156551 1.175345928001466 7.012101033668455 -0.0006678059993518864 0.034148581543553824 -0.00750256672782564 4.390552901104932 -4.541824372559858 -32.559097750211144 -0.0010231273437350393 0.04478316238998822 -0.008237014587155879 5.6785554929911575 -7.216335588409992 -41.388483417060996,-27.290205429689948 10.582573335608338 -34.44453364499497 -27196.879464816375 19493.341774717956 27033.276358632185 13.730988031116285 -4.8124206731358266 17.194162685711312 12961.917829278658 -10435.26996764975 -13405.02421206539 -13.699684647464021 5.3580487000811585 -15.832695826505878 -13678.299090320234 10000.972667995431 12486.570883361219 -0.01055059547436254 0.00440337934364126 -0.014392457178815984 -10.205569396658627 7.854311821207967 10.942998278582976 0.01168773512903407 -0.0035148276747420104 0.014216504132749051 11.033594229231312 -7.7069289113327955 -11.049686075784338 0.03223228884441707 -0.012645151845321676 0.03897408916657678 31.4940393851955 -22.985403082849515 -29.996249435026666,-3.1407408342936747 -6.253426131115829 -8.73545190948104 1059.3304358580203 8102.340753494934 -7128.816063403614 -3.046809953636768 -4.824385293789197 -7.9105523002688285 1700.69420959309 6602.664787102305 -6949.523281999795 -16.84818904749021 -30.12993360027274 -40.185317748266144 8952.097365104371 37330.275610531105 -32747.157007859 0.0061811870003282195 0.009082443994462796 0.013084899371419025 -2.3392497170679287 -11.843446857511244 10.70945762487961 0.01657990152756585 0.030047304890088535 0.041374382457407016 -8.733429167848517 -36.95007033814617 33.475908209736055 -0.005298351528129664 -0.009560170548911045 -0.01156922616598536 2.709024561194692 11.159201045207325 -8.89409602755539
-5.814653716981096 -4.64427239738561 34.09077282578211 -32371.73866923864 836.2003281310184 -6102.999913511543 -1.164652956122527 -0.34981688510905784 5.762270262072953 -5582.838370577954 -687.3930238415481 -980.1036638257491 8.403587588283788 5.64403015162216 -41.01071963359907 40169.49568305811 -961.742217372096 6220.865200773927 -0.008527388745500164 -0.006201875464761652 0.04551643745710762 -43.02813139895713 1.005850587247086 -7.3758560307278005 0.0010030552138207236 0.0015691630516401435 -0.004337447133571412 4.359712566430642 0.36200136369209923 0.655437188083561 -0.0075649153850037695 -0.004483587875444558 0.033905524307490276 -33.0273949463642 0.6813383717237401 -4.5368136949740245,0.583829243633543 -2.645153690518589 0.45160652562852266 -1127.6747565999135 483.36489210611046 2317.2719824868714 0.9415210256021204 -39.11351324302154 7.861904768346927 -5106.15355213847 5936.080032357176 37495.84447787948 -0.9489719652552668 36.9483519663966 -6.2483094990432315 4586.541435128895 -6530.745237800447 -34326.27794542855 0.0010842384556000798 -0.007306667999904587 0.001516899839740246 -0.435059908976874 1.1712865947750066 6.892841485932855 -0.0007553272236236836 0.03717734738988469 -0.007993872833245432 4.77634067345013 -5.094398440600196 -35.35393177496257 -0.00098441930118686 0.042608784988451984 -0.007737930685369562 5.399480527804274 -6.935973196695728 -39.24722355390897,-27.8662519019384 10.82429960971365 -35.23837932698506 -27751.957336977062 19923.871053329585 27634.993543259145 14.403695762280783 -5.0129646610289385 18.01384591456604 13596.507311286641 -10875.98978928048 -14041.871865660474 -11.736147174162413 4.5889178396024075 -13.452730911597088 -11760.575543291545 8600.280459816158 10654.605650058716 -0.008643461137948043 0.0036514819102603006 -0.012056097974881589 -8.289960330063083 6.490811074153089 9.104116878939562 0.010727565215904499 -0.003167716621797438 0.013094541900621225 10.111445100000044 -6.977959545712312 -10.169115426957902 0.03319598594707589 -0.012983584497209369 0.04032997879943733 32.406362401736274 -23.68696558562015 -31.046276321040907,-2.7622231821681473 -5.692654493201035 -7.931209956462031 915.9735313502147 7372.703378505918 -6471.521481236647 -2.042322170017402 -3.0033029957041903 -5.409229140778009 1170.7856551116545 4365.755353023099 -4927.306926602441 -17.131236249404473 -30.64179546350301 -40.79493964753888 9096.274696771572 37922.30182237527 -33211.21615959646 0.006431655652555654 0.009603460666303517 0.013713692097340689 -2.437527157323327 -12.468744241834093 11.192112432561224 0.016890612937440676 0.030632690720957763 0.04197285088064148 -8.923177142409404 -37.58444241939939 33.90581076527702 -0.004131461231894505 -0.007491769465658854 -0.008742458388327108 2.0939162607790474 8.564269461655018 -6.568398197296538
-6.310877325740267 -5.007458923135193 36.75623038709347 -34887.45376657087 895.3972903365046 -6537.147129414491 -1.1023673034649857 -0.25488308862485903 5.489258417880753 -5309.308893084144 -664.3126547850878 -938.2465547544422 7.934595289477707 5.362445529007326 -38.88505478144292 38101.586048958554 -918.3491426037692 5931.963735841223 -0.008008989653934937 -0.005899544957077378 0.04329694657639806 -40.79584535270706 0.9663219317907246 -7.087953191340503 0.0010723257004291412 0.0015942158307199242 -0.004759956336228372 4.7546282089552765 0.40706284961461764 0.7393978719580073 -0.008062112959016545 -0.004899453646459016 0.036926436047887166 -35.87778678954207 0.7646675169325262 -5.090429193674299,0.6477490160133034 -3.0792306392727613 0.5412242588194909 -1151.5504966533922 553.3537491757985 2726.481598994723 0.893629972362877 -36.79543257764595 7.368385561339927 -4808.479478332257 5614.2575313434845 35294.35259216891 -1.0067174971248327 39.43458000682085 -6.697004149355791 4901.484656714446 -6937.371052092276 -36612.22180219017 0.0010456361833550889 -0.0071571583157349575 0.0014694954579101021 -0.3604425452588041 1.160555105145889 6.742317269372953 -0.0008406182844425663 0.04006777866024793 -0.008451020651309713 5.142743861579101 -5.629817902205305 -38.00392032076791 -0.0009393854234065201 0.04023256293447862 -0.007214743843460736 5.094402218942349 -6.610842308052311 -36.92090772722277,-28.326604703799635 11.020461477006727 -35.889815081919885 -28190.9186361871 20271.603039629055 28124.648123553503 15.017343692112828 -5.192291759816256 18.764148953742293 14174.38413069941 -11271.968277225342 -14624.226860783147 -9.718959319519788 3.801102376428231 -10.99654541452109 -9792.414816132727 7160.65055032204 8763.836404889294 -0.006695534462910534 0.0028851018007085573 -0.009647256603074016 -6.336555885408555 5.095516219743478 7.209148384539729 0.009719801785677835 -0.0028078627923760714 0.011904670006295123 9.143953885062333 -6.21615912001293 -9.234007610365566 0.03402008322793996 -0.013267845907577418 0.041513574913988396 33.1747788997354 -24.282879924264996 -31.95542034040354,-2.3694859660886256 -5.10182027303362 -7.090974347734353 767.0490053922143 6607.213799221135 -5786.773514077357 -1.0214467380366548 -1.1512376663197774 -2.8774617252779393 630.768784064333 2096.0700287869595 -2883.898052382287 -17.343408894876852 -31.02783220328318 -41.23345747519965 9203.044070451997 38356.83599073509 -33534.74344850465 0.006654943338862256 0.010084019700627268 0.014284232217196362 -2.524717203023902 -13.037945013329551 11.624240780955596 0.017125836035906998 0.03107936612883717 0.04238881139083275 -9.07015054850421 -38.041968099529946 34.18217067049152 -0.002936811192182669 -0.005367715898045062 -0.005867944742091168 1.462655646406505 5.911770611806995 -4.211640238227753
-6.775232107986291 -5.351655594356045 39.28228104666307 -37263.37338991837 952.0333239871189 -6952.633469782499 -1.0360719160972784 -0.15864210373650114 5.191454799125935 -5012.698979673918 -638.5808072182214 -891.4301956309461 7.4368676238728675 5.0564893262112145 -36.58251764349664 35867.31511003769 -870.039750920428 5610.392287228811 -0.007465573494582375 -0.005569115382451859 0.04087126667489846 -38.37029377443179 0.9205148518015825 -6.75403375037867 0.001136696556172661 0.0016127150055874283 -0.0051635072336169065 5.128752564014366 0.4503587449210953 0.8206450954666843 -0.008522649978783272 -0.005295645662242152 0.03979888276189255 -38.570550333230415 0.8451153371554347 -5.625117745877275,0.7092127342607627 -3.5033679410311875 0.6278453209101803 -1170.8882466278833 622.49633012515 3125.73692999753 0.8407037175933352 -34.3084271442597 6.848478061642309 -4489.448585644468 5260.926523245121 32938.52538682719 -1.0615738374364736 41.77239784893692 -7.113644573682946 5197.376228516418 -7323.172562408438 -38753.29093819939 0.0010023930844240013 -0.00697542312046651 0.0014170592031268166 -0.28384529265925607 1.1430680365681738 6.5611479702379425 -0.0009230650846318933 0.04280588545147953 -0.008873395427294416 5.487939134013142 -6.144007617027447 -40.496394804177996 -0.0008881360608626298 0.0376633341098728 -0.006669848770778406 4.764659854436563 -6.242047506215393 -34.41986074072043,-28.669067736907955 11.170286146050286 -36.39481950213882 -28511.77273550407 20534.831241553304 28499.160761625993 15.569208334597983 -5.349685084275977 19.44115184436989 14692.96978742703 -11621.346180518023 -15148.953954704954 -7.656590011768256 2.9978729023598887 -8.474684548921962 -7782.533511426704 5688.49641258367 6822.881190087768 -0.004715200620784493 0.002107438364513666 -0.007176914015255089 -4.354590382717707 3.6751397943718365 5.267672250813279 0.008668869333753203 -0.002436855392265178 0.010652100960753783 8.13587455096584 -5.425232685525275 -8.248979525554352 0.034701589059491625 -0.013497298023033543 0.04251810125334105 33.79667791458174 -24.77075701023195 -32.71831882448649,-1.964199862224633 -4.483440618785714 -6.21831911947221 613.2429352165458 5809.337815775077 -5077.659908300816 0.011233615405567533 0.7233690157992472 -0.32625945626369907 83.24724788392969 -195.67800912522853 -828.5282110548693 -17.48321343987436 -31.28501828882097 -41.49840176474167 9271.539099687787 38630.84277457214 -33716.224420243314 0.006849747242619684 0.010521169380643415 0.014793943835184472 -2.6001383160133438 -13.547776740123659 12.004024447292336 0.017283861790988286 0.03138350049307498 0.04262045704734353 -9.173158836900352 -38.31942549683569 34.30450252762145 -0.0017201661761406942 -0.003198537444841777 -0.002958880912980346 0.8186895008597092 3.2157191371955767 -1.8354553865541265
-7.2063023045748515 -5.675220165444482 41.656874290805646 -39488.27293449376 1005.7374417082195 -7346.739427086495 -0.9660633974304208 -0.061490615013703225 4.870055677408377 -4694.310105550683 -610.3078843210162 -839.8353352458724 6.912621707771848 4.7273999550319905 -34.11243712203313 33476.52975700318 -817.0048173952188 5257.4106371406215 -0.006899965187824928 -0.005212065799559386 0.03825025648968705 -35.76400210116997 0.8686295123195567 -6.375550772803478 0.001196085845936813 0.0016245501893863258 -0.005546159089517862 5.480310022605379 0.491741401948038 0.8985834401834257 -0.008945984414748453 -0.005670250019572894 0.042508973167161436 -41.09289521114713 0.9220882058757174 -6.1367598328961925,0.7679463371426706 -3.9156474015744798 0.7111765080868284 -1185.578664447985 690.3861737210566 3513.2216632692202 0.7829312639874401 -31.66204267870691 6.304282650612944 -4150.385502203333 4877.481409240409 30438.174454992284 -1.1131727990734825 43.95051502876623 -7.496998017012632 5472.779792970248 -7685.5731819028915 -40739.33315603054 0.0009546592514637097 -0.006761999157159483 0.0013598811538563338 -0.20558544923067734 1.1187972158641135 6.350104983164727 -0.0010020572055064667 0.04537822293902042 -0.009260558133015311 5.810206122747795 -6.6329624192260095 -42.81946582199435 -0.0008308388690564757 0.034910925829901615 -0.006105554651261861 4.411724235752119 -5.831097515853779 -31.75527845926721,-28.89194832759391 11.273191534617188 -36.75004087691796 -28713.08213921079 20712.25284317864 28756.03520013244 16.056835096789367 -5.48452298614047 20.041257614537933 15149.974254295357 -11922.489533117974 -15613.203700693684 -5.55766868242752 2.1825313751829207 -5.898073887999293 -5739.781779215034 4190.35746447652 4840.654394992849 -0.002710849311822795 0.001321647315216888 -0.00465640243779976 -2.353258515213139 2.236418438862758 3.2895339323778714 0.007579302576232887 -0.002056278421597744 0.009342383531500138 7.092063454833378 -4.608980504688791 -7.218935101624397 0.03523814231615885 -0.013671531015119994 0.0433376605241091 34.27021542811582 -25.148786473703804 -33.33046033222744,-1.5481092076593648 -3.8402026858000196 -5.316963137007414 455.27988936323044 4982.726329113832 -4347.36778047148 1.0510467093777258 2.611870750069332 2.233288117967928 -469.11275551116677 -2498.616927194183 1229.568301346966 -17.5495072238433 -31.410972298508618 -41.58809744966041 9301.103802820018 38742.13698598865 -33754.84080404089 0.007014916497766498 0.010912198806196973 0.015240576809958897 -2.663190212960205 -13.99534596945638 12.329969951784049 0.017363419585791556 0.03154210999518089 0.04266692198541296 -9.231309504375364 -38.414751194617295 34.273196321729564 -0.0004874504652919399 -0.0009951630879658454 -2.853703380191518e-05 0.1655792972097173 0.4904187747581772 0.5485979088470154
-7.602838307318448 -5.976603060442746 43.86863990140217 -41551.70476858251 1056.152368575275 -7716.8451647064485 -0.8926422971250458 0.03616901538695103 4.526370368343504 -4355.545826504724 -579.6129174937361 -783.6779126065143 6.364100110451992 4.376527153801313 -31.484949362524848 30939.810863623443 -759.4701509837132 4874.521806489801 -0.006314874359886914 -0.004830004193211255 0.0354457195391374 -32.990324263908185 0.8109224830790303 -5.954371061459572 0.0012504433577077423 0.001629642590411153 -0.0059060859857018085 5.807674706037182 0.5310708713685801 0.9726363576388178 -0.00933180532400378 -0.006021471187847833 0.045043700916185495 -43.433154093489854 0.9950129900228337 -6.621374474006371,0.8236854548617507 -4.3141876295456925 0.7909419567986345 -1195.5318378970471 756.6168334168991 3887.170221605194 0.7205379668829682 -28.866613276622704 5.737921291756176 -3792.714717831327 4465.553682562742 27803.799680344295 -1.1611579816641313 45.95825967952428 -7.845967370415977 5726.350989069906 -8022.098877655545 -42560.892604751774 0.000902607619238173 -0.006517576429386068 0.0012982487984133327 -0.12599313414182137 1.0877715577755183 6.110107287313861 -0.0010769944067170127 0.04777197043642948 -0.009612224845262413 6.107938223390048 -7.092791887894519 -44.96209060455489 -0.0007677190652099779 0.031986125102646625 -0.005524071876949366 4.037189692236881 -5.379900926085247 -28.939165667191276,-28.99405646578377 11.328783330321459 -36.95281645476596 -28793.958585318345 20802.96897168659 28893.37222109214 16.478044209940816 -5.596278509713242 20.5612115526142 15543.401159591298 -12173.994622670125 -16014.428631392937 -3.4309479350152987 1.3583978533284922 -3.2779657588306703 -3673.0979591850387 2672.8646170221364 2826.3150071889454 -0.0006908409808026163 0.0005308304003787974 -0.0020973448404322005 -0.341665452241494 0.7860740286615809 1.2847781796627051 0.00645572402329888 -0.0016677031520936742 0.007981372510813795 6.017447634273574 -3.77127341785159 -6.149030508495626 0.03562799539458955 -0.013790348936911143 0.043967262489321576 34.594291657445126 -25.41572700593568 -33.78820603326664,-1.1230225958180964 -3.1749484411869306 -4.390750294135777 293.917843074794 4131.1919023499095 -3599.164056147914 2.093257555267807 4.50546846192895 4.79006745221591 -1023.6006569734742 -4801.786193924538 3281.2061678348605 -17.541506751246175 -31.40397847958616 -41.50166579277783 9291.298526604289 38689.39729820731 -33650.46346391304 0.007149461514295794 0.011254662326709712 0.015622214716680018 -2.7133606584488206 -14.378160776010478 12.600910476898653 0.017363687824323598 0.03155309069839906 0.042528269481230965 -9.244017218495399 -38.3270529773926 34.08948927284906 0.0007552953753714503 0.0012311617308743722 0.002909826582577416 -0.4930309524868541 -2.2496592524006434 2.9291206941121177
-7.963749100685234 -6.254354754086908 45.90694204307334 -43444.04437578887 1102.9378569975272 -8060.454840733119 -0.816111320033119 0.1339306543809446 4.161814089764466 -3997.902598746795 -546.6231027936545 -723.2077403597525 5.793557829697849 4.005324637657427 -28.710942872983097 28268.404534610323 -697.6951814662978 4463.462422036794 -0.005712874779085369 -0.004424655592153859 0.03247031699878302 -30.063323617215623 0.7477043117615274 -5.492757638655448 0.0012997468069092333 0.0016279453368426822 -0.006241585018422507 6.109376688214279 0.5682149546201132 1.0422522632206244 -0.009680004465630297 -0.0063476400245980015 0.047391002387212285 -45.58082597120582 1.0633431089835883 -7.075162853283439,0.8761767742580832 -4.697153219125657 0.8668829120343272 -1200.6780081343468 820.7853411674772 4245.876464181143 0.6537847252824546 -25.933221585900473 5.151528873962258 -3417.953449688088 4027.003697988284 25046.536538701206 -1.2051882143112502 47.7856350307776 -8.159584921645195 5956.844597461537 -8330.401901997035 -44209.25628855792 0.0008464337592424067 -0.006242997596436501 0.0012324445471212648 -0.04540973477393307 1.0500782336755832 5.842216142006241 -0.0011472932480322215 0.049975009856635666 -0.009928244926050229 6.379652761999448 -7.519765158091261 -46.91413545043546 -0.0006990589347452094 0.028900641253899628 -0.004927501841989574 3.6427650184950227 -4.890756611392367 -25.984267468245786,-28.974702131591723 11.336851498369652 -37.00118806540602 -28754.056293440393 20806.482712870107 28909.879607255785 16.830935371506058 -5.6845184343483055 20.998118639014297 15871.551126617764 -12374.691512420586 -16350.397326272105 -1.2852672883780993 0.5287981000578786 -0.6258840989500278 -1591.464711264984 1142.7065065091365 789.2137805093216 0.0013365231637439373 -0.00026197271560822433 0.0004884058418852536 1.671218400885208 -0.6692224833189566 -0.7364174314203542 0.005302823442272605 -0.0012726818782205593 0.006575197589443249 4.916995116489937 -2.9160292745686625 -5.04463846428391 0.03586999549787012 -0.013853755147536314 0.04440284717897918 34.76852429378261 -25.570893312899557 -34.08880447227785,-0.6908029604909428 -2.490658086972511 -3.4436293345475995 129.94272047724803 3258.684113373525 -2836.3759072806165 3.133095498279088 6.39526384482893 7.332996186442616 -1577.480124849861 -7094.206887199786 5317.298822569089 -17.458793340350848 -31.26300307973921 -41.239021328628276 9241.903905784116 38472.17261398937 -33403.640402466706 0.007252561676476988 0.01154640109228134 0.015937279476644462 -2.7502310929689675 -14.694148452224649 12.816004006938087 0.017284299809138363 0.031415241848426805 0.042205471728301004 -9.211009120593378 -38.05660869509281 33.755429060814706 0.0020019589113517405 0.0034689642243957873 0.005843041207388206 -1.1534479216519202 -4.9899989395617865 5.294953501410905
-8.288093614263445 -6.5071324302166005 47.761928053176426 -45156.52934418897 1145.773836133041 -8375.219734212373 -0.7367737711555299 0.23138631694513098 3.777900368890024 -3622.9602829093396 -511.473334677323 -658.7068327230793 5.203251028020938 3.615342309100688 -25.80200047917111 25474.1511802436 -631.9711936842822 4026.190542142557 -0.005096388642635964 -0.00399784989565865 0.02933747848913716 -26.997653891366472 0.6793364448985286 -4.993347416233728 0.0013439977812818656 0.0016194435647714873 -0.006551083140949218 6.384106312426317 0.6030492427745875 1.106910279695979 -0.009990646117364057 -0.006647220422208188 0.049539804403521064 -47.526605403668455 1.1265642204261903 -7.494549316486855,0.9251793865502538 -5.0627638645176 0.9387573567842563 -1200.968195058797 882.495720025184 4587.7020371810695 0.5829667743069376 -22.87365433409957 4.547245890326608 -3027.7039206086215 3563.9097685802262 22178.09982672393 -1.2449409454568001 49.42337343014443 -8.437005589049555 6163.121110455022 -8608.283787303302 -45676.49627475002 0.0007863555011808396 -0.005939256293087034 0.001162743599162375 0.035813811224057183 1.005863121573798 5.547628701809041 -0.001212393736380595 0.051976002580718585 -0.010208578389953007 6.6240003802934835 -7.910355083102072 -48.66643223835099 -0.0006251965589168146 0.025667060696589528 -0.004317829947540896 3.2302633766914512 -4.366338751048188 -22.903994607395536,-28.833690933042202 11.297366365521265 -36.893914092414185 -28593.562639390795 20722.695041110375 28804.87813294809 17.113891212145816 -5.748901979862655 21.34945908733112 16133.023396496972 -12523.646184439167 -16619.206317597127 0.8704819233102379 -0.3029479404122247 2.0464319399727677 496.13314764900474 -393.40340219690825 -1261.1602909624692 0.0033630275021238974 -0.0010537904860375127 0.0030888275538782646 3.676597940040448 -2.12288441809385 -2.763808317147839 0.004125339224598593 -0.0008727429251003018 0.005130231480463354 3.795687404495489 -2.047190564274655 -3.9113119216812566 0.03596356491016611 -0.01386193788268693 0.044641303483222455 34.79321852722658 -25.614140207069465 -34.230399982315674,-0.2533572498977192 -1.7904322856320116 -2.479633495341784 -35.83736332291475 2369.2639986239374 -2062.3714119901942 4.1657815675826395 8.27231399636059 9.851076877936192 -2128.007874908709 -9364.95151900816 7328.905777367952 -17.301316088945008 -30.98770524172005 -40.800864004477326 9152.922811078839 38090.88108986085 -33015.58013790395 0.00732357129282861 0.01178556136999388 0.01618453266635951 -2.7734809929078135 -14.941668078261918 12.97472780168256 0.017125344815129312 0.031128278995901298 0.041700381829609154 -9.132326222742929 -37.60485135322714 33.27382923024386 0.003246400743902326 0.0057066361334503725 0.008758107789137536 -1.811962702123492 -7.716161263229095 7.635250389563312
