F_chief,F_deputy1,F_deputy2,F_deputy3
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.944341610556401e-06 1.6146050140719498e-07 -1.1028123588929616e-06 -1.2221703304124961e-11 6.936231689419568e-13 -3.410649412715683e-12 1.6146024734981795e-07 -1.1616539077766335e-06 -5.717386607091692e-08 6.936231689419568e-13 -1.1363560788279687e-11 1.9006557680893306e-12 -1.1028110694636274e-06 -5.7173888745395694e-08 -7.826877006314204e-07 -3.410649412715683e-12 1.9006557680893306e-12 -2.032283494866921e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1482647005774314e-06 1.0271367772415938e-07 -3.6886763506472517e-07 -2.394100365837784e-11 2.2831495762425454e-12 6.037316393847037e-13 1.0271328640202765e-07 -9.356855424449805e-07 -9.125248715955036e-07 2.2831495762425454e-12 -4.5635419320482044e-11 -5.799488078216987e-12 -3.688674310547679e-07 -9.125278244911205e-07 2.0839502332700088e-06 6.037316393847037e-13 -5.799488078216987e-12 -2.5236880407013788e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.2942088538760037e-06 -1.5050402876210392e-06 -5.829511826911263e-07 -1.2838846227941368e-11 -2.3257302474290326e-13 -3.0975509477108443e-12 -1.5050405714179831e-06 -2.5538977029042655e-07 3.5555888329423395e-07 -2.3257302474290326e-13 -1.2031829839701151e-11 -8.287747456813767e-13 -5.82952411409834e-07 3.555595659728526e-07 -1.0388190831744822e-06 -3.0975509477108443e-12 -8.287747456813767e-13 -2.300773613491196e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1654634352550466e-06 5.595536692884105e-09 -1.3479897727118985e-08 -1.3113145597125016e-11 -3.739160808730893e-12 -1.5609794359387147e-12 5.595340423703658e-09 -6.511198971268787e-07 -1.239223311098324e-06 -3.739160808730893e-12 -1.9724941917581207e-11 -3.463696845785028e-12 -1.3479412042268157e-08 -1.2392220510847107e-06 1.816583334071656e-06 -1.5609794359387147e-12 -3.463696845785028e-12 -1.2874005287126186e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.077481549159776e-06 1.3687943012622545e-07 -9.185128998140078e-07 -1.1669429286938183e-11 5.724737901898359e-13 -2.811292744728995e-12 1.3687917587020638e-07 -1.1641689580813252e-06 -3.871543875053151e-08 5.724737901898359e-13 -1.1247861431587966e-11 1.960688063094767e-12 -9.185116259962223e-07 -3.871545662745221e-08 -9.133125889387436e-07 -2.811292744728995e-12 1.960688063094767e-12 -2.0477106775884244e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1446143250300576e-06 8.205903304464336e-08 -3.9288210248497036e-07 -2.445109571653403e-11 2.104396666846502e-12 4.129596238508986e-13 8.205863832496466e-08 -1.0427742581295848e-06 -7.061708345962773e-07 2.104396666846502e-12 -4.743646341068444e-11 -4.548066450826269e-12 -3.9288190529950083e-07 -7.061738586809035e-07 2.1873885744544017e-06 4.129596238508986e-13 -4.548066450826269e-12 -2.5152515771679274e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.1926435682284904e-06 -1.473242503884707e-06 -7.522594793715649e-07 -1.3187969728783862e-11 -1.470373421314507e-13 -3.645797485428652e-12 -1.4732427843531989e-06 -2.556037400706516e-07 4.684690075493383e-07 -1.470373421314507e-13 -1.196101610433669e-11 -4.3080938601241095e-13 -7.522607084018632e-07 4.684696841361035e-07 -9.370398277508351e-07 -3.645797485428652e-12 -4.3080938601241095e-13 -2.262557931298284e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1629514273608845e-06 4.2207191463509114e-08 -8.654033256838978e-08 -1.3019432820413801e-11 -3.608308000832024e-12 -1.8137309334535968e-12 4.220699277750372e-08 -4.935464956300427e-07 -1.3779623662511218e-06 -3.608308000832024e-12 -1.9016763168415302e-11 -3.865584770466791e-12 -8.653984765598532e-08 -1.3779611193463269e-06 1.6564979247174107e-06 -1.8137309334535968e-12 -3.865584770466791e-12 -1.3269468216675171e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.185231692513307e-06 1.1008143488319371e-07 -7.185947985628813e-07 -1.1203821091644954e-11 4.442571812281882e-13 -2.1789034904111256e-12 1.1008118109115005e-07 -1.1661828788691552e-06 -2.357768755327256e-08 4.442571812281882e-13 -1.1129419777632774e-11 2.0040748940772547e-12 -7.18593540201767e-07 -2.3577700366117747e-08 -1.019048811525965e-06 -2.1789034904111256e-12 2.0040748940772547e-12 -2.0549992902428475e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1411386868459059e-06 5.8404893610713635e-08 -4.139997308844066e-07 -2.4896784127658662e-11 1.88377340887493e-12 2.446604427800627e-13 5.84044952300005e-08 -1.1219124097924656e-06 -4.877109806311467e-07 1.88377340887493e-12 -4.8945440938695e-11 -3.1424363849684465e-12 -4.139995422584222e-07 -4.87714067461572e-07 2.26305108910531e-06 2.446604427800627e-13 -3.1424363849684465e-12 -2.5158252203040964e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0735809176886491e-06 -1.4290433390057524e-06 -9.066073024480701e-07 -1.3590889895987084e-11 -1.795023884883452e-14 -4.140246012657567e-12 -1.429043615482342e-06 -2.635890091747913e-07 5.767635072528862e-07 -1.795023884883452e-14 -1.1917755056243413e-11 -4.441354690075587e-14 -9.066085316344519e-07 5.767641781483428e-07 -8.099919081086464e-07 -4.140246012657567e-12 -4.441354690075587e-14 -2.216160504433397e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1566946553316617e-06 8.72769072263008e-08 -1.5450807126883866e-07 -1.2909416516407649e-11 -3.4474266811737434e-12 -2.0485699055903584e-12 8.72767057482517e-08 -3.2117592907119955e-07 -1.4951029388696243e-06 -3.4474266811737434e-12 -1.8271400909317685e-11 -4.188260909206318e-12 -1.5450758781758117e-07 -1.495101705077561e-06 1.4778705861519938e-06 -2.0485699055903584e-12 -4.188260909206318e-12 -1.3712001837015805e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.265736412332423e-06 8.152645405781093e-08 -5.064913390122959e-07 -1.082822539147344e-11 3.113326115155917e-13 -1.5250775153647262e-12 8.152620139515515e-08 -1.1676570844711348e-06 -1.2019903888320612e-08 3.113326115155917e-13 -1.100886873771317e-11 2.030405625300222e-12 -5.064900958643508e-07 -1.201991146421409e-08 -1.0980793257761092e-06 -1.5250775153647262e-12 2.030405625300222e-12 -2.0540415296918324e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1379050463909108e-06 3.2153211372668326e-08 -4.3185573312258074e-07 -2.527248983650223e-11 1.6259717594265654e-12 1.0525319505336872e-13 3.215280897372409e-08 -1.1717039037871096e-06 -2.6089018041768965e-07 1.6259717594265654e-12 -5.012259357802502e-11 -1.6154666132465134e-12 -4.3185555456063355e-07 -2.608933206187968e-07 2.309608943927506e-06 1.0525319505336872e-13 -1.6154666132465134e-12 -2.527112536593512e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 9.39101533616232e-07 -1.3732260997113035e-06 -1.0433722113103509e-06 -1.4039838982975907e-11 1.5224038543659416e-13 -4.572736023057616e-12 -1.3732263715908983e-06 -2.791914985811319e-07 6.785906233887687e-07 1.5224038543659416e-13 -1.1902015410906975e-11 3.2400244734394984e-13 -1.0433734404356124e-06 6.785912890536351e-07 -6.599100346285482e-07 -4.572736023057616e-12 3.2400244734394984e-13 -2.1623059115046383e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1467895749356015e-06 1.4006750806619769e-07 -2.162477428568852e-07 -1.278429141777085e-11 -3.2598273040190205e-12 -2.261724911006857e-12 1.4006730349764167e-07 -1.3684807378657765e-07 -1.5886661851464973e-06 -3.2598273040190205e-12 -1.7501180562994528e-11 -4.4279199472033605e-12 -2.16247261555504e-07 -1.5886649643554547e-06 1.2836376504796098e-06 -2.261724911006857e-12 -4.4279199472033605e-12 -1.4191381212232897e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.317617655454271e-06 5.1705408963211434e-08 -2.858509515023627e-07 -1.0544296532046919e-11 1.7604621570374327e-13 -8.613181380560151e-13 5.170515808730266e-08 -1.1685622571760991e-06 -4.238656512539913e-09 1.7604621570374327e-13 -1.088682257729729e-11 2.039569992460118e-12 -2.8584972324645597e-07 -4.238658771576164e-09 -1.1490553962360686e-06 -8.613181380560151e-13 2.039569992460118e-12 -2.0448687082322907e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1349754742630007e-06 3.7510745638806934e-09 -4.461404435431728e-07 -2.557351461220844e-11 1.3371479301807388e-12 2.9795991662109543e-16 3.750667730561505e-09 -1.191254638258514e-06 -2.960168360837571e-08 1.3371479301807388e-12 -5.093612431080281e-11 -5.667277228477035e-15 -4.4614027626545736e-07 -2.9604866998687205e-08 2.3262301076459663e-06 2.9795991662109543e-16 -5.667277228477035e-15 -2.5503214658141256e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 7.915471377261468e-07 -1.3067738822356747e-06 -1.1602496803560386e-06 -1.4526223760582084e-11 3.60394659937433e-13 -4.936145008863107e-12 -1.3067741489806464e-06 -3.0212454059345766e-07 7.722191558214129e-07 3.60394659937433e-13 -1.191325409911938e-11 6.68338363488253e-13 -1.1602509091401558e-06 7.722198167659431e-07 -4.894225967209358e-07 -4.936145008863107e-12 6.68338363488253e-13 -2.101835336551386e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1333929804390468e-06 1.997122025535148e-07 -2.7072222600961404e-07 -1.2645506346581555e-11 -3.0491921412730885e-12 -2.4499464530473795e-12 1.997119946751192e-07 5.6389980299354716e-08 -1.6570536721636267e-06 -3.0491921412730885e-12 -1.6718484670076366e-11 -4.582382758746705e-12 -2.7072174753370044e-07 -1.6570524641498777e-06 1.0770030018910287e-06 -2.4499464530473795e-12 -4.582382758746705e-12 -1.4697097237637793e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.3400005321300812e-06 2.1131261317137814e-08 -6.047067892825349e-08 -1.0352078100991131e-11 4.0692959115442e-14 -1.9885068458806542e-13 2.1131012867107608e-08 -1.1688789026838828e-06 -3.641505634896308e-10 4.0692959115442e-14 -1.076387272588688e-11 2.031742290528707e-12 -6.046946517667529e-08 -3.641475165340841e-10 -1.1711216274558129e-06 -1.9885068458806542e-13 2.031742290528707e-12 -2.0276430771657617e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1324057662528807e-06 -2.6316743647674033e-08 -4.566046171822807e-07 -2.5796157336436194e-11 1.0247139048350222e-12 -6.579358523767482e-14 -2.6317155349180816e-08 -1.1801883906120855e-06 2.0217832345004092e-07 1.0247139048350222e-12 -5.136373284441075e-11 1.64424451614186e-12 -4.566044620816017e-07 2.0217510770782712e-07 2.3125941534360407e-06 -6.579358523767482e-14 1.64424451614186e-12 -2.586072559883725e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 6.334762460787596e-07 -1.2308502555833855e-06 -1.2552920835301184e-06 -1.5040762769333566e-11 6.027274705008958e-13 -5.22450857068167e-12 -1.2308505167316952e-06 -3.31975130221227e-07 8.560686990120151e-07 6.027274705008958e-13 -1.1950426127630206e-11 9.829028103635762e-13 -1.2552933116304998e-06 8.560693557847224e-07 -3.015011154361094e-07 -5.22450857068167e-12 9.829028103635762e-13 -2.0356943748089626e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1167199928933503e-06 2.652275244829808e-07 -3.170102739401338e-07 -1.2494727686005867e-11 -2.8194833740331026e-12 -2.6105428418767628e-12 2.652273131551467e-07 2.5533151803494683e-07 -1.6990765342360274e-06 -2.8194833740331026e-12 -1.593551431591066e-11 -4.651050112795714e-12 -3.1700979893972266e-07 -1.699075338668839e-06 8.613884765894086e-07 -2.6105428418767628e-12 -4.651050112795714e-12 -1.521858675083948e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.332529046472326e-06 -9.670375100206015e-09 1.657733706877739e-07 -1.0250103634777878e-11 -9.251679883599572e-14 4.515401230471223e-13 -9.670620512845831e-09 -1.1685977161255554e-06 -4.57886576589578e-10 -9.251679883599572e-14 -1.0640584502762549e-11 2.0073623855625372e-12 1.6577457037841032e-07 -4.5787832173243745e-10 -1.163931328415345e-06 4.515401230471223e-13 2.0073623855625372e-12 -2.0026482744061536e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1302444641553962e-06 -5.753585531316217e-08 -4.6306377714879156e-07 -2.5937803322231644e-11 6.970540942811779e-13 -8.999620704570393e-14 -5.753627228889287e-08 -1.1386544417717313e-06 4.304576241467106e-07 6.970540942811779e-13 -5.139373900587464e-11 3.2890620301565063e-12 -4.6306363476101084e-07 4.3045438737457276e-07 2.2688989039935243e-06 -8.999620704570393e-14 3.2890620301565063e-12 -2.6343379028329128e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 4.676164316749655e-07 -1.1467768077597183e-06 -1.3269402751454845e-06 -1.557363719057477e-11 8.748656755188714e-13 -5.433126907542553e-12 -1.1467770629319192e-06 -3.682124866349253e-07 9.287365347803474e-07 8.748656755188714e-13 -1.2012002028434498e-11 1.2625086052863665e-12 -1.3269415021586437e-06 9.28737187956254e-07 -9.940394460400648e-08 -5.433126907542553e-12 1.2625086052863665e-12 -1.964919043406815e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0970410809826078e-06 3.3552837831938254e-07 -3.5432263832158135e-07 -1.2333800383334051e-11 -2.574852242284234e-12 -2.741399803900329e-12 3.3552816348121513e-07 4.566612511704629e-07 -1.7139786780690283e-06 -2.574852242284234e-12 -1.5164074433315693e-11 -4.634822940585393e-12 -3.5432216740972104e-07 -1.7139774945168734e-06 6.403798315089109e-07 -2.741399803900329e-12 -4.634822940585393e-12 -1.5745444008279232e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.2953716041241183e-06 -4.0170861077575315e-08 3.889970476903985e-07 -1.023551126518907e-11 -2.21486221225888e-13 1.0796503697662033e-12 -4.017110287746937e-08 -1.1677197503697317e-06 -4.511673638192417e-09 -2.21486221225888e-13 -1.0517494754954971e-11 1.9671144920298222e-12 3.8899823380858056e-07 -4.5116603560376684e-09 -1.127651851887807e-06 1.0796503697662033e-12 1.9671144920298222e-12 -1.9702788379324292e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1285319965152757e-06 -8.937083885504603e-08 -4.654015466988231e-07 -2.5996983272346157e-11 3.631826669990116e-13 -7.084034603021475e-14 -8.937126143641853e-08 -1.0673267988931288e-06 6.512954280758494e-07 3.631826669990116e-13 -5.102571173526477e-11 4.882989186740573e-12 -4.654014171886008e-07 6.512921818941311e-07 2.1958587949944284e-06 -7.084034603021475e-14 4.882989186740573e-12 -2.694416247843447e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.96814247294235e-07 -1.0560081161029468e-06 -1.3740473138336914e-06 -1.6114654433464992e-11 1.1719159572112055e-12 -5.558655174148517e-12 -1.0560083650079309e-06 -4.101986783417293e-07 9.890207115398647e-07 1.1719159572112055e-12 -1.2095993204879872e-11 1.5025632773676392e-12 -1.3740485392983518e-06 9.890213617084478e-07 1.1338443150340982e-07 -5.558655174148517e-12 1.5025632773676392e-12 -1.890620007533538e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0746781196398614e-06 4.0944503962929625e-07 -3.820163683092732e-07 -1.2164707927113058e-11 -2.3195520191315434e-12 -2.8409850472019186e-12 4.094448212961179e-07 6.570091653985768e-07 -1.7014534044515324e-06 -2.3195520191315434e-12 -1.4415387003595082e-11 -4.535995503999628e-12 -3.8201590205176847e-07 -1.7014522323893032e-06 4.176689558904046e-07 -2.8409850472019186e-12 -4.535995503999628e-12 -1.626760879338066e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.2292162019481513e-06 -6.984818289829438e-08 6.053790827058301e-07 -1.0304167887362531e-11 -3.4425662989218915e-13 1.6759759487279176e-12 -6.984842055388071e-08 -1.1662563834123134e-06 -1.24480150264691e-08 -3.4425662989218915e-13 -1.039511037032426e-11 1.9119045042416006e-12 6.053802557750438e-07 -1.244799697443273e-08 -1.0629598167386965e-06 1.6759759487279176e-12 1.9119045042416006e-12 -1.9310291513176744e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1272999523326716e-06 -1.2127421787753457e-07 -4.6357190948527376e-07 -2.597339988133534e-11 3.236207102903491e-14 -8.499828235718129e-15 -1.2127464627608628e-07 -9.673949430656781e-07 8.608694466497903e-07 3.236207102903491e-14 -5.027055517008292e-11 6.381606812532263e-12 -4.6357179264796475e-07 8.608662027819691e-07 2.094694896503261e-06 -8.499828235718129e-15 6.381606812532263e-12 -2.7649472058383766e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.2398391632756203e-07 -9.60104740485954e-07 -1.3958940936043308e-06 -1.6653422996812835e-11 1.4885432286746215e-12 -5.599174899920422e-12 -9.601049829253134e-07 -4.5720102593086115e-07 1.0359389566975335e-06 1.4885432286746215e-12 -1.2199985408811236e-11 1.6991529287755774e-12 -1.3958953170059526e-06 1.0359396044505565e-06 3.3321711008454237e-07 -5.599174899920422e-12 1.6991529287755774e-12 -1.8139650871545233e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0499995106600161e-06 4.857419092825962e-07 -3.9960696465264875e-07 -1.1989532619726237e-11 -2.057857070488015e-12 -2.908339495956452e-12 4.857416875422027e-07 8.53006376426022e-07 -1.6616528799364142e-06 -2.057857070488015e-12 -1.3699934486967189e-11 -4.358128193931027e-12 -3.9960650355910584e-07 -1.6616517187534376e-06 1.9699313582269693e-07 -2.908339495956452e-12 -4.358128193931027e-12 -1.677552803629556e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.1352554768514138e-06 -9.81964141264699e-08 8.112303408875955e-07 -1.0450799291103688e-11 -4.59028207233647e-13 2.2318120798013775e-12 -9.819664715669587e-08 -1.1642290868173862e-06 -2.4121848358745565e-08 -4.59028207233647e-13 -1.0273907599606838e-11 1.8428365040676423e-12 8.112315014568189e-07 -2.4121825864525047e-08 -9.710263883097078e-07 2.2318120798013775e-12 1.8428365040676423e-12 -1.8854821064607594e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1265704997379183e-06 -1.526957172955108e-07 -4.5760034867641146e-07 -2.5867921558933244e-11 -2.862934604874318e-13 9.520862400729063e-14 -1.526961515621624e-07 -8.405460990323509e-07 1.055541631335443e-06 -2.862934604874318e-13 -4.915004212579106e-11 7.743780761021311e-12 -4.576002439559623e-07 1.0555384014106701e-06 1.9671166013684917e-06 9.520862400729063e-14 7.743780761021311e-12 -2.84396428102327e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -4.794413035709697e-08 -8.607048541617707e-07 -1.3921968562413608e-06 -1.7179536521697878e-11 1.8190591950373518e-12 -5.554243520701641e-12 -8.607050900326602e-07 -5.084059682573347e-07 1.0687431897048586e-06 1.8190591950373518e-12 -1.2321180443881077e-11 1.849117419031469e-12 -1.3921980770180432e-06 1.0687438356242907e-06 5.563500991264654e-07 -5.554243520701641e-12 1.849117419031469e-12 -1.7361601808524186e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.023414411008382e-06 5.631377665047422e-07 -4.0677808402165464e-07 -1.1810417290377758e-11 -1.7939896939762823e-12 -2.9430572614420128e-12 5.631375415126136e-07 1.0413420980382606e-06 -1.5951899875279095e-06 -1.7939896939762823e-12 -1.302733419647894e-11 -4.105906674529302e-12 -4.0677762853790125e-07 -1.595188836536567e-06 -1.7927685513596302e-08 -2.9430572614420128e-12 -4.105906674529302e-12 -1.726028941971909e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 2.0151620546798066e-06 -1.247347823483149e-07 1.0030599049253102e-06 -1.0669123562822133e-11 -5.64177163087302e-13 2.739335319600111e-12 -1.2473501032842704e-07 -1.1616690022343402e-06 -3.932358688204552e-08 -5.64177163087302e-13 -1.0154332097642576e-11 1.761188901151654e-12 1.003061053560202e-06 -3.9323560336408175e-08 -8.534930507962283e-07 2.739335319600111e-12 1.761188901151654e-12 -1.8342976885696694e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1263559605668197e-06 -1.830916679769598e-07 -4.4758382404936475e-07 -2.5682544207741277e-11 -5.842044180715369e-13 2.3691408370084284e-13 -1.8309210796847855e-07 -6.889391064531862e-07 1.2319215861124927e-06 -5.842044180715369e-13 -4.769582523161334e-11 8.93339160709174e-12 -4.475837305710384e-07 1.2319183814726678e-06 1.8152950710621479e-06 2.3691408370084284e-13 8.93339160709174e-12 -2.928983484613671e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -2.1607385516184995e-07 -7.594951223016876e-07 -1.3631067542577806e-06 -1.7682764246969322e-11 2.157520264190782e-12 -5.424919121878979e-12 -7.594953515980838e-07 -5.629340620933582e-07 1.0869295222171067e-06 2.157520264190782e-12 -1.2456445986865004e-11 1.950114660429104e-12 -1.3631079718074658e-06 1.0869301668633388e-06 7.790079178033489e-07 -5.424919121878979e-12 1.950114660429104e-12 -1.658428827648241e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -9.953661376579234e-07 6.40327212576868e-07 -4.0338851610399736e-07 -1.1629529378305099e-11 -1.5320558428265995e-12 -2.9452566178724347e-12 6.403269845505472e-07 1.2188207270603653e-06 -1.5031322106164585e-06 -1.5320558428265995e-12 -1.2406242874409492e-11 -3.7849937183731315e-12 -4.033880666059021e-07 -1.5031310690612301e-06 -2.2345458796971095e-07 -2.9452566178724347e-12 -3.7849937183731315e-12 -1.7713726926338897e-11
